,body,Amir,Ali,Misagh,
3070,    public void setMaiOrder(List<MainOrder> mainOrder) {,,,,
3071,        this.mainOrder = mainOrder;,,,,
3072,package com.mdr.model;,,,,
3073,import java.io.Serializable;,,,,
3074,import javax.persistence.Column;,,,,
3075,import javax.persistence.Entity;,,,,
3076,import javax.persistence.GeneratedValue;,,,,
3077,import javax.persistence.Id;,,,,
3078,import javax.persistence.ManyToOne;,,,,
3079,import javax.persistence.Table;,,,,
3080,public class MainOrder{,,,,
3081,    private long id;,,,,
3082,    private String fileDir;,,,,
3083,    private String date;,,,,
3084,    private long customerId;,,,,
3085,    /** getter and setter */,,,,
3086,    public long getId() {,,,,
3087,        return id;,,,,
3088,    public void setId(long id) {,,,,
3089,        this.id = id;,,,,
3090,    public String getFileDir() {,,,,
3091,        return fileDir;,,,,
3092,    public void setFileDir(String fileDir) {,,,,
3093,        this.fileDir = fileDir;,,,,
3094,    public String getDate() {,,,,
3095,        return date;,,,,
3096,    public void setDate(String date) {,,,,
3097,        this.date = date;,,,,
3098,    public long getCustomerId() {,,,,
3099,        return customerId;,,,,
3100,    public void setCustomerId(long customerId) {,,,,
3101,        this.customerId = customerId;,,,,
3102,    private Customer customer;,,,,
3103,       public Customer getCustomer() {,,,,
3104,         return customer;,,,,
3105,     public void setCustomer(Customer customer) {,,,,
3106,            this.customer = customer;,,,,
3107,I want query email from table customer. I try query like this,,,,
3108,public String getCustomerEmail(){,,,,
3109,        Session session = HibernateSessionFactory.getSession();,,,,
3110,        //Session session = sessionFactory.openSession();,,,,
3111,"        String maxOrderNoDay = """";",,,,
3112,"            maxOrderNoDay = (String) session.createQuery(""select mail from Customer cus join cus.MainOrder man WHERE man.id = 1"").uniqueResult();",,,,
3113,        }catch(HibernateException e){,,,,
3114,            return  maxOrderNoDay;,,,,
3115,it always show error like this,,,,
3116,    java.lang.NullPointerException,,,,
3117,    at org.hibernate.cfg.annotations.CollectionBinder.bindCollectionSecondPass(CollectionBinder.java:1456),,,,
3118,    at org.hibernate.cfg.annotations.CollectionBinder.bindOneToManySecondPass(CollectionBinder.java:864),,,,
3119,    at org.hibernate.cfg.annotations.CollectionBinder.bindStarToManySecondPass(CollectionBinder.java:779),,,,
3120,    at org.hibernate.cfg.annotations.CollectionBinder$1.secondPass(CollectionBinder.java:728),,,,
3121,    at org.hibernate.cfg.CollectionSecondPass.doSecondPass(CollectionSecondPass.java:70),,,,
3122,    at org.hibernate.cfg.Configuration.originalSecondPassCompile(Configuration.java:1695),,,,
3123,    at org.hibernate.cfg.Configuration.secondPassCompile(Configuration.java:1424),,,,
3124,    at org.hibernate.cfg.Configuration.buildSessionFactory(Configuration.java:1844),,,,
3125,    at org.hibernate.cfg.Configuration.buildSessionFactory(Configuration.java:1928),,,,
3126,    at com.mdr.dao.HibernateSessionFactory.<clinit>(HibernateSessionFactory.java:32),,,,
3127,    at com.mdr.dao.MainOrderDaoImpl.getCustomerEmail(MainOrderDaoImpl.java:104),,,,
3128,    at com.mdr.dao.TestDao.main(TestDao.java:138),,,,
3129,%%%% Error Creating SessionFactory %%%%,,,,
3130,org.hibernate.DuplicateMappingException: Duplicate collection role mapping com.mdr.model.Customer.mainOrder,,,,
3131,    at org.hibernate.cfg.Configuration$MappingsImpl.addCollection(Configuration.java:2859),,,,
3132,    at org.hibernate.cfg.annotations.CollectionBinder.bind(CollectionBinder.java:527),,,,
3133,    at org.hibernate.cfg.AnnotationBinder.processElementAnnotations(AnnotationBinder.java:2156),,,,
3134,    at org.hibernate.cfg.AnnotationBinder.processIdPropertiesIfNotAlready(AnnotationBinder.java:963),,,,
3135,    at org.hibernate.cfg.AnnotationBinder.bindClass(AnnotationBinder.java:796),,,,
3136,    at org.hibernate.cfg.Configuration$MetadataSourceQueue.processAnnotatedClassesQueue(Configuration.java:3788),,,,
3137,    at org.hibernate.cfg.Configuration$MetadataSourceQueue.processMetadata(Configuration.java:3742),,,,
3138,    at org.hibernate.cfg.Configuration.secondPassCompile(Configuration.java:1410),,,,
3139,    at org.hibernate.cfg.Configuration.buildSessionFactory(Configuration.java:1844),,,,
3140,    at org.hibernate.cfg.Configuration.buildSessionFactory(Configuration.java:1928),,,,
3141,    at com.mdr.dao.HibernateSessionFactory.rebuildSessionFactory(HibernateSessionFactory.java:71),,,,
3142,    at com.mdr.dao.HibernateSessionFactory.getSession(HibernateSessionFactory.java:54),,,,
3143,    at com.mdr.dao.MainOrderDaoImpl.getCustomerEmail(MainOrderDaoImpl.java:104),,,,
3144,    at com.mdr.dao.TestDao.main(TestDao.java:138),,,,
3145,"Exception in thread ""main"" java.lang.NullPointerException",,,,
3146,    at com.mdr.dao.MainOrderDaoImpl.getCustomerEmail(MainOrderDaoImpl.java:113),,,,
3147,    at com.mdr.dao.TestDao.main(TestDao.java:138),,,,
3148,<?xml version=\'1.0\' encoding=\'utf-8\'?>,,,,
3149,<!DOCTYPE hibernate-configuration PUBLIC,,,,
3150,"        ""-//Hibernate/Hibernate Configuration DTD 3.0//EN""",,,,
3151,"        <property name=""javax.persistence.validation.mode"">none</property>",,,,
3152,        <!-- Database connection settings -->,,,,
3153,        <!-- Database connection settings -->,,,,
3154,"        <property name=""connection.driver_class"">com.mysql.jdbc.Driver</property>",,,,
3155,"        <property name=""connection.url"">jdbc:mysql://localhost:3306/mydb</property>",,,,
3156,"        <property name=""connection.username"">root</property>",,,,
3157,"        <property name=""connection.password""></property>",,,,
3158,"        <property name=""c3p0.min_size"">5</property>",,,,
3159,"        <property name=""c3p0.max_size"">20</property>",,,,
3160,"        <property name=""c3p0.timeout"">1800</property>",,,,
3161,"        <property name=""c3p0.max_statements"">50</property>",,,,
3162,        <!-- SQL dialect -->,,,,
3163,"        <property name=""dialect"">org.hibernate.dialect.MySQLInnoDBDialect</property>",,,,
3164,        <!-- Enable Hibernate\'s current session context -->,,,,
3165,"        <property name=""current_session_context_class"">thread</property>",,,,
3166,        <!-- Disable the second-level cache -->,,,,
3167,"        <property name=""cache.provider_class"">org.hibernate.cache.NoCacheProvider</property>",,,,
3168,        <!-- Echo all executed SQL to stdout -->,,,,
3169,"        <property name=""show_sql"">true</property>",,,,
3170,        <!-- Drop and re-create the database schema on startup -->,,,,
3171,"        <property name=""hbm2ddl.auto"">update</property>",,,,
3172,"        <property name=""hibernate.connection.characterEncoding"">UTF-8</property>",,,,
3173,        <!-- Mapping (Map the Bean Class to Table in Database) -->,,,,
3174,"        <mapping class=""com.mdr.model.Customer"" />",,,,
3175,"        <mapping class=""com.mdr.model.MainOrder"" />",,,,
3176,Please help me!,,,,
3177,"[""I wrote an own class for fractions with the constructor like this:",,,,
3178,class Rational {,,,,
3179,    //A Class representing Rationals,,,,
3180,    long numerator ;,,,,
3181,    long denominator;,,,,
3182,"    Rational (long numerator , long denominator) {",,,,
3183,        this.numerator = numerator ;,,,,
3184,        this.denominator = denominator;,,,,
3185,        if (this.denominator < 0) {,,,,
3186,            this.numerator *= (-1);,,,,
3187,            this.denominator *= (-1);,,,,
3188,    Rational (Rational rational) {,,,,
3189,        this.numerator = rational.numerator ;,,,,
3190,        this.denominator = rational.denominator;,,,,
3191,        if (this.denominator < 0) {,,,,
3192,            this.numerator *= (-1);,,,,
3193,            this.denominator *= (-1);,,,,
3194,"Now i want to (for example) multiply a fraction with an integer. Is there a way to make an implicite typecast from integer to fractional, so that the numerator equals the given integer and the denominator is set to 1.",,,,
3195,For example:,,,,
3196,"Rational rationalOne = new Rational (1L, 2L); //this represents the fraction 1/2",,,,
3197,rationalOne.add(2);                           //add takes a rational as an argument,,,,
3198,"The idea is, that it's getting implicit casted from 2 to 2/1.",,,,
3199,Thanks for your help already,,,,
3200,['Using Hibernate To Save Failed,,,,
3201,When I use hibernate to save an entity to the database. Althogh there is no exception or error in the console(I\'ve corretly configured log4j).,,,,
3202,There is no an insert sql in the console and there is no data in the database. ,,,,
3203,"It\'s strange, I can successfully use hibernate to get data from database and there are select sql in the console.",,,,
3204,BTW.I used myeclipse reverse engeering to build the model and hbm file.,,,,
3205,I tried several ways but failed:,,,,
3206,"It\'s not about transaction,I commit in TeamService.",,,,
3207,"I set log4j.properties to see all the errors ,but there is no exception.",,,,
3208,"I tried to assign the entity I need to save to a new instance, but still, no data in ",,,,
3209,"I thought it is about composite-id in hbm ,but I don\'t know how to fix it .",,,,
3210,Here\'s my Team entity(I eliminated the irrelevant part),,,,
3211,    private TeamId id;,,,,
3212,    private Classes classes;,,,,
3213,Here\'s my Team hbm,,,,
3214,"    <class name=""edu.wzy.model.Team"" table=""team"" catalog=""test3"" >",,,,
3215,"        <composite-id name=""id"" class=""edu.wzy.model.TeamId"">",,,,
3216,"            <key-property name=""TNo"" type=""java.lang.Integer"">",,,,
3217,"                <column name=""T_NO"" />",,,,
3218,"            <key-many-to-one name=""SUser"" class=""edu.wzy.model.SUser"">",,,,
3219,"                <column name=""S_ID"" />",,,,
3220,"        <many-to-one name=""classes"" class=""edu.wzy.model.Classes"" fetch=""select"">",,,,
3221,"            <column name=""C_ID"" not-null=""true"">",,,,
3222,Here\'s my TeamService,,,,
3223,public class TeamServiceImpl implements TeamService,,,,
3224,    TeamDAO teamDAO=new TeamDAO();,,,,
3225,    public void save(Team t),,,,
3226,        Session session=HibernateUtil.getCurrentSession();,,,,
3227,Here\'s my Dao,,,,
3228,public void save(Team transientInstance),,,,
3229,"        log.debug(""save successful"");",,,,
3230,    } catch (RuntimeException re),,,,
3231,"        log.error(""save failed"", re);",,,,
3232,        throw re;,,,,
3233,Here\'s my action(I eliminated the irrelevant part),,,,
3234,public class TeamAction extends BaseAction implements ModelDriven<Team>,,,,
3235,    public String add(),,,,
3236,        Classes classes = classesService.findbyid(team.getClasses().getId());,,,,
3237,        Set s = team.getClasses().getStudents();,,,,
3238,        Iterator it = s.iterator();,,,,
3239,        while (it.hasNext()),,,,
3240,        {studentid = (String) it.next();},,,,
3241,        Student student = studentService.findbyid(Integer.parseInt(studentid));,,,,
3242,        Team t=new Team();,,,,
3243,        return SUCCESS;,,,,
3244,"[""I am writing an application, and I've encountered low fps, I've found that almost all CPU time is consumed by spriteBatch.draw() methods(about thousand calls). So I've created simple drawing app",,,,
3245,public void render() {,,,,
3246,    for (int i = 0; i < 2000; i++) {,,,,
3247,"        spriteBatch.draw(tex, 0, 0);",,,,
3248,The app runs 18fps,,,,
3249,"when I increase window size so it almost fill the entire screen fps drops to 7!, when the window size in vary small it runs on 60fps, on fullscreen I get 20FPS(1600x900) - better than maximized window",,,,
3250,"I am using only one texture (512, 512 - png), maxRenderCalls on spriteBatch is 2, 5 on polygonSpriteBatch - both same FPS",,,,
3251,"disabled blending -> no change, same FPS",,,,
3252,"Is it normal that 2k of sprites drops fps below 20 on desktop? - ( Core i5-3210M Processor(2.50GHz 1600MHz 3MB), NVIDIA® GeForce® GT630M)",,,,
3253,Is it normal that changing windows size affects the performance?,,,,
3254,"['I want to align the text of this two labels on it\'s bottom, so the two values are aligned on the same height.",,,,
3255,,,,,
3256,"Sadly, I dont find an option like aligning it inside its own area.",,,,
3257,gravity wont work. It has to be in xml.,,,,
